,Nuclide,Pn,Pn err,lam,lam err
403,Ag129_m1,0.0,0.0,4.387007471898388,1.6659522045183752
404,Ag130,0.0,0.0,16.906028794145005,2.061710828554269
405,Ag131,0.0,0.0,19.804205158855577,4.526675464881275
406,Ag132,0.0,0.0,28.29172165550797,9.815495268237457
407,Cd126,0.0,0.0,1.3485353707391932,0.023612487036289376
408,Cd127,0.0,0.0,1.4747812352339262,0.3137832415391333
409,Cd127_m1,0.006,0.006,1.925408834888737,0.21393431498763743
410,Cd128,0.0095,0.0095,2.8165265362045724,0.02403374939467534
411,Cd129,0.0184,0.0015,4.590378679204936,0.12159943521072679
412,Cd129_m1,0.0,0.0,4.560178819473324,0.2400094115512276
413,Cd130,0.03,0.002,5.385758978709753,0.09624899495751695
414,Cd131,0.035,0.01,8.351170850119821,1.5092477439975582
415,Cd132,0.6,0.15,8.251752149523158,0.4911757231859022
416,Cd133,0.0,0.0,10.830424696249144,1.3538030870311433
417,Cd134,0.0,0.0,10.663802777845312,2.4608775641181486
418,In127,0.00015,0.00015,0.637669899319177,0.0064529612626595635
419,In127_m1,0.006999999999999999,0.0006,0.19158296864564547,0.001694487284870275
420,In127_m2,0.0,0.0,0.666487673615332,0.06408535323224346
421,In128,0.00019199999999999998,3.6e-05,0.8251752149523158,0.05894108678230828
422,In128_m1,0.00019199999999999998,3.6e-05,0.9627044174443685,0.1337089468672734
423,In129,0.0023,0.001,1.1419228674793167,0.011287540699960298
424,In129_m1,0.035393499999999994,0.0061814,0.5949761206523135,0.00510709116439754
425,In129_m2,0.0,0.0,1.1179793234837827,0.05409577371695722
426,In129negm,0.0,0.0,8.154672712469944,1.4390598904358722
